;Id;Impact;Urgency;IncidentType;ServiceProcessed;MailSubject;MailTextBody;ManualGroups
794;INC000009370005;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_Account;FW: Zugriff aus dem LMS auf Excellisten (Problem Windows 10);user in g-x-winxmig-lms-admin-documentexport hinzufügen  guten tag herr stettler  könnten sie bitte die folgenden personen in dieser gruppe hinzufügen:  sadiku ilirijan sadil vollenwyder barbara vor la vecchia marisa lva rizzoli-emödi sofia rzs  vielen dank im voraus.   freundliche grüsse;
793;INC000009369701;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_OS_BasisSW;Problem Word - Softwarecenter;guten tag ich wollte zwei word dokumente konvertieren via softwarecenter, aber dieses öffnet nicht. gestern konnte ich eigentlich beide dokumente ohne probleme öffnen. was kann ich tun? besten dank und gruss;Word|Software_Center
792;INC000009369293;4-Minor/Localized;4-Low;Service Request;EDA_ANW_SysP eDoc;Feedback Hotfix Enrollment Station;liebe kollegen(innen)  der hotfix (sysrel-v18 der systemplattform edokumente, hat was die kamera und die verarbeitungsgeschwindigkeit/laufzeiten (wechsel menü von foto zu fingerprint z.b.) keine merkliche besserung gebracht.  freundlicher gruss;
791;INC000009369291;2-Significant/Large;2-High;Failure;EDA_ANW_SysP eDoc;Orbis;sehr geehrte damen und herren  es scheint, dass noch nicht alle fehler bez. orbis behoben werden konnten. die unten aufgeführten fehlermeldungen erscheinen bei einigen anträgen. diese gesuche können momentan nicht geprüft werden.  [cid:image001.jpg@01d4db04.d4889520] [cid:image002.png@01d4db04.d4889520]  freundliche grüsse;
790;INC000009368759;4-Minor/Localized;4-Low;Service Request;EDA_ANW_CH@World (MOSS);Fehlermeldung: Document access denied! Please contact the system administrator!;from: https://www.admin.ch> sent: wednesday, march 6, 2019 3:31 pm to: https://www.admin.ch> subject: fw: informativ: schweden - europabericht 2018 / 2019  sehr geehrte damen und herren  wenn ich auf diesen link europabericht schweden 2018 und 2019 https://www.admin.ch 1 2 3 &returnurl=/pages/home.aspx> klicke, erhalte ich die meldung document access denied! please contact the system administrator!  dies ist auch bei zwei anderen personen in unserer abteilung so. was können wir tun damit wir zugriff auf das dokument haben?  danke und freundliche grüsse marina baisch     subject: schweden - europabericht 2018 / 2019  sie finden unter dem nachfolgenden link den europabericht betreffend schweden für die jahre 2018 / 2019:  europabericht schweden 2018 und 2019 https://www.admin.ch 1 2 3 &returnurl=/pages/home.aspx>  er wurde verfasst von herrn sven zuber, stagiaire an dieser botschaft.  die schwedische bevölkerung sowie die traditionsparteien stehen hinter der eu-mitgliedschaft. man pflegt mit der union ein pragmatisches, aber weitgehend emotionsloses verhältnis.  schweden setzt sich insbesondere für die erarbeitung einer effektiven und verbindlichen klimastrategie ein. als das land, welches 2015 im zuge der flüchtlingskrise am meisten flüchtlinge pro kopf aufge­nommen hat, plädiert schweden für ein faires verteilungs­system für asylsuchende.  innerhalb der eu gehört schweden zur kleinen gruppe der nettozahler. es erstaunt deshalb nicht, dass man sich für ein beschränktes eu-budget (max. 1% des eu-bruttonationalprodukts) einsetzt und die gelder stärker in den bereichen migration und sicherheit statt in der landwirtschaft investiert sehen will.  angesichts des angespannten verhältnisses zu russland befürwortet schweden eine verstärkte sicher­heits­­­politische zusammen­arbeit innerhalb der eu (forschung, entwicklung und cyber­abwehr).  dem brexit sieht man besorgt entgegen. uk ist der sechstgrösste handelspartner schwedens und vertritt inner­halb der eu ähnliche wirtschaftspolitische positionen. bezüglich der schweizerischen anliegen der eu gegenüber verhält sich schweden eher passiv. das interesse an sonderlösungen ist gering.   mit freundlichen grüsse;
789;INC000009368650;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_Monitor;Bestellung Monitore;liebes helpdesk team  in absprache mit kurt bätscher btc, bestellen wir:  2 arbeitsplatz- monitore philips für faa büro e27 2.0 1 2 3 arbeitsplatz- monitore philips für php büro e27 2.0 1 2 3 arbeitsplatz- monitore philips für ipe büro e27 2.0 1 2 3 arbeitsplatz- monitore philips für mek büro e27 2.13  total 8 geräte    ebenfalls in absprache mit btc werden die alten monitore ausgetauscht, die lieferung und installation wird durch einen mitarbeiter der kuriersektion vorgenommen, der auch die alten geräte zurückschiebt.  es wäre toll, wenn dieser tausch innert 0 1 2 3 tagen vorgenommen werden könnte.   vielen herzlichen dank im voraus   freundlicher gruss;
788;INC000009368307;4-Minor/Localized;4-Low;Failure;EDA_ANW_SAP Services;kein Zugang zu egate mehr;guten morgen  ich komme nicht mehr ins egate und die sap inbox hinein. es erscheint die fehlermeldung im bild. ein klick auf den button «open with internet explorer» hat keine wirkung. zuvor wurde ich immer über den alten explorer umgeleitet. was kann ich machen?  merci und einen schönen tag.   mit freundlichen grüsse;SAP_Online_Support
786;INC000009368107;3-Moderate/Limited;3-Medium;Failure;EDA_ANW_SysP eDoc;"ORBIS: CS-MXM Fehler ""E1202 - AddBiometricData - FacialImage""";sehr geehrte damen und herren  seit einigen tagen häufen sich bei dieser vertretung die orbis-fehlerfälle «e1202 - addbiometricdata – facialimage» bei visagesuchen. mit unserem esp vfs global wurde dies besprochen, seinerseits kann jedoch kein fehler festgestellt werden, weshalb ich vermute, dass der fehler im orbis liegt.  besten dank für eine rasch prüfung dieser angelegenheit.  übersicht der fehlerfälle (stand 14.03.2019) [cid:image003.jpg@01d4da5d.a195a6a0]  freundliche grüsse;
785;INC000009368086;2-Significant/Large;2-High;Failure;EDA_ANW_SysP eDoc;Kein Zugang zum EJPD Portal / GK Istanbul;geschätzte kolleginnen und kollegen  leider kann ich sie telefonisch nicht erreichen.  das generalkonsulat istanbul hat zurzeit keinen zugriff auf das ejpd-portal.  beim login erscheint zuerst eine «proxy error meldung», danach folgende maske:  [cid:image003.jpg@01d4da3f.fc9b2d90]  ich danke für ihre hilfe !  freundlicher gruss;
784;INC000009368085;2-Significant/Large;3-Medium;Failure;EDA_ANW_SysP eDoc;Unterbruch Applikationen EJPD-Portal;liebe kollegen,  seit ca. 20min. gehen die applikationen ejpd nicht mehr:  [cid:image001.png@01d4da47.a60f70f0]  ist es ein lokales oder globales problem?  danke & beste grüsse;
781;INC000009368072;2-Significant/Large;3-Medium;Failure;EDA_ANW_SysP eDoc;EJPD Portal;guten tag  bei allen benutzern funktioniert das ejpd portal nicht und es erscheint die fehlermeldung in der beilage.  können sie feststellen wo das problem liegt?  besten dank und mit freundlichen grüsse;
780;INC000009367629;4-Minor/Localized;4-Low;Service Request;EDA_ANW_SysP eDoc;Neue Visa Schalter Station;0 1 2 3 .2  sehr geehrte damen und herren  bei der botschaft in nairobi muss eine neue visa-schalterstation eingerichtet werden. die hardware ist eingetroffen und installiert. die bcr ist aber noch nicht aktiv.  die biometire ist am switch 5, x01-5 angehängt l3 46 – port 22  die workstation am switch 4 x01-4 l3 47 – port 14.  die asset nr. der bcr ist 0 1 2 3 ich bitte sie das nötige zu unternehmen, dass die ejpd isa programme nun aktiv werden.  vielen dank im voraus und freundliche grüsse;
777;INC000009366745;4-Minor/Localized;3-Medium;Failure;EDA_S_Betrieb Übermitttlungssysteme;TC007 Blinklicht;"sehr geehrte damen und herren  nach tagelangen stromunterbrüchen konnte die vertretung die arbeit wieder aufnehmen.  ich habe festgestellt, dass die warnblinke am eingang zum sicherheitsraum aktiviert ist. dies ist normalerweise der fall, wenn wir eine nachricht per tc007 erhalten haben.  auf der rx-bos wird aber kein nachrichteneingang verzeichnet.  dürfte ich sie daher bitten:   1.   zu prüfen, ob wir tatsächlich auf keiner der diversen mailboxen eine nachricht erhalten haben;  2.   falls nein, die warnblinke wieder auszuschalten?  besten dank für den support und freundliche grüsse";
775;INC000009366698;3-Moderate/Limited;4-Low;Service Request;EDA_S_Zusätzliche Software;Software für Remote-Verbindungen;liebe kolleginnen und kollegen  der sprachdienste muss des öfteren auf webinare zugreifen, um die funktionalitäten seiner fachanwendungen in ihrem weiten spektrum nutzen zu können. da die bürocomputer jedoch diese verbindung nicht erlauben, griffen wir in vergangenheit immer auf einen persönlichen computer, um das webinar verfolgen zu können. diese art von weiterbildung und supporttätigkeiten nehmen jedoch stetig zu. wäre es deshalb möglich, dass man uns dafür „freischalten“ oder ist für die verbindung eine zusatzsoftware nötig (webex oder ähnlich)? könnte man uns diese zur verfügung stellen oder ist diese kostenpflichtig? besten dank bereits im voraus für die rückmeldung.  liebe grüsse;
773;INC000009366082;4-Minor/Localized;4-Low;Service Request;EDA_ANW_ZACWEB;ZACWEB Zugriff;sehr geehrte damen und herren  folgende versetzbare mitarbeiter dieser botschaft haben bis anhin keinen zugriff auf zacweb gehabt (sie wurden im letzten sommer an den posten versetzt), es handelt sich um den botschafter und die ersten mitarbeiter:  fabrice filliez flf barbara gonzenbach gzb nikolas stürchler gonzenbach sxn  besten dann wenn sie diesen personen zugriff zu zacweb geben könnten.  freundliche grüsse;
772;INC000009365831;4-Minor/Localized;4-Low;Failure;EDA_S_BA_2FA;Zertifikat neue Smartcard unbekannt;sehr geehrte damen und herren,  vor kurzem habe ich eine neue smartcard erhalten. nun kann ich jedoch einige verschlüsselte mails nicht mehr öffnen. könnten sie mir weiterhelfen?  [cid:image001.jpg@01d4d4f1.72ad64c0]  danke und freundliche grüsse;
771;INC000009365527;3-Moderate/Limited;3-Medium;Failure;EDA_ANW_SysP eDoc;Austausch Batterie UPS Enrolment Station;"guten tag nach bern  die ups der enrolment station hat in letzter zeit ein pfeifen von sich gegeben, welches nach einem neustart jeweils wieder verschwunden ist. nichtsdestotrotz möchten wir gerne die batterie der ups wechseln; es erscheint nun die meldung «battery fault, service required» (siehe bild im anhang).  können wir diese batterie bei ihnen bestellen?  freundliche grüsse";
770;INC000009364777;4-Minor/Localized;3-Medium;Service Request;EDA_ANW_ARS Remedy;Zugriff Remedy als Dispatcher für MXM;sehr geehrte damen und herren  herr Muster arbeitet bei uns und müsste ebenfalls den zugriff aufs remedy ticketingsystem zugreiffen können.  darf ich sie bitten herr Muster Max als dispatcher zu hinterlegen?  freundliche grüsse;
768;INC000009364133;4-Minor/Localized;4-Low;Failure;EDA_S_Betrieb Übermitttlungssysteme;Deaktiviertes Satelitentelefon;sehr geehrte damen und herren  ich bin im besitz eines satelitentelefons, das leider deaktiviert wurde und daher nicht mehr funktioniert. ich habe es unterlassen, das telefon regelmässig zu warten.  dürfte ich sie bitten, das telefon wieder zu aktivieren? besten dank!  die rufnummer lautet: +0 1 2 3 .  ich bitte sie höflich, mich für die mehrarbeit, die ich ihnen hiermit aufbürde, zu entschuldigen.  mit freundlichen grüsse;
767;INC000009364088;4-Minor/Localized;3-Medium;Failure;EDA_ANW_SAP Services;Zugang zu E-Gate;guten tag helpdesk  heute habe ich mehrmals probiert ins egate einzusteigen, leider erfolglos.  dank;SAP_Online_Support
766;INC000009364016;4-Minor/Localized;4-Low;Service Request;EDA_ANW_ITDoc Sharepoint;Arbeitsübersichts-Board;guten tag  für unser letztes audit, an welchem 6 mitarbeitende mitgewirkt haben, haben wir probeweise mit dem gratistool «trello» gearbeitet. wir haben die handhabung sehr gut gefunden und darauf geachtet, dass keine eda-spezifischen informationen erwähnt wurden. wir möchten für die weiteren prüfungen, an denen mehrere mitarbeitende tätig sind, weiterhin ein solches einfaches tool verwenden und wären mit trello zufrieden.  jetzt habe ich in der projektverwaltung ein fast gleiches tool als «genova kanban board» gesehen.  [cid:image003.jpg@01d4d5c4.6680cb50]  uns stellt sich die frage, ob es im departement bereits eine solche plattform zur nutzung gibt (bereits vorhanden und keine kosten) oder ob wir weiterhin trello nutzen können/sollen?  besten dank für ihre gelegentliche abklärung. ist nicht dringend.  freundliche grüsse;
765;INC000009363758;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_OS_BasisSW;Word Dok nicht öffnen;liebe kolleginnen und kollegen  ich habe ein externes dokument von einer vertrauenswürdigen quelle erhalten, das nicht geöffnet werden kann. könnten sie mir bitte behilflich sein?  herzliche grüsse und vielen dank;Word
763;INC000009363558;4-Minor/Localized;4-Low;Failure;EDA_S_Betrieb Übermitttlungssysteme;Defektes SNOM710;liebe kolleginnen und kollegen  einer unserer snom710 funktioniert nicht mehr. der bildschirm bleibt immer auf dem startscreen (grosses snom logo) hängen. alle knöpfe leuchten und bleiben auch so. auch ein mehrmaliges neustarten hat nichts gebracht.  muss ich nun ein neues via webshop bestellen und ihnen das defekte telefon zurückstellen?  gerne warte ich auf ihre rückmeldung. mit freundlichen grüsse;
762;INC000009363030;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_Benutzertelefonie;Skype-Adresse ;liebe kolleginnen, liebe kollegen  wir planen, am 23. märz an einer veranstaltung im rathaus der stadt bern eine zuschaltung des direktors der kd per skype zu ermöglichen.  können sie mir mitteilen, wie die skype-adresse von ausserhalb der bundesverwaltung lautet? ist sie identisch mit der telefonnummer? was müssen wir beachten?  vielen dank und freundliche grüsse;Benutzeranleitungen_Telefonie
761;INC000009362365;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;Anfrage für IT Material;guten morgen, kann ich bei ihnen einen zweiten bildschirm (für am arbeitsplatz), eine sichtschutzfolie fürs notebook dell e7270 (für unterwegs) sowie eine kabellose maus bestellen?   mein compi hat id 0 1 2 3 .   danke für ihre rückmeldung und freundliche grüsse;Bestellungen
760;INC000009362307;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;Bestellung Abdeckungen für Dell Port Replicator;bestellung von abdeckungen für dockingstations dell port replicator  guten tag  hiermit bestelle ich 40 stk. der nachstehenden abdeckungen für die dockingstations zwecks ausrüstung der visumabteilung (inkl. 6 schalter/backoffice arbeitsplätze) arbeitsplätze, an welchen die notebooks regelmässig aus der dockingstation genommen werden (politische abteilung, economic s. etc).   [cid:image002.jpg@01d4d4f6.2b750680]  besten dank.  freundliche grüsse;
759;INC000009362269;2-Significant/Large;3-Medium;Failure;EDA_S_BA_UCC_Benutzertelefonie;Lync Probleme;guten morgen bern  wir scheinen seit einigen tagen probleme mit lync zu haben.  externe anrufe können wir praktisch nicht mehr tätigen. auch erhalten wir mehrere rückmeldungen von kunden, dass sie uns nicht erreichen können. könnten sie das problem bitte ausfindig machen? freundliche grüsse;
758;INC000009362178;4-Minor/Localized;4-Low;Service Request;EDA_S_Zusätzliche Software;Photoshop-Datei;"guten tag nach bern  anbei finden sie eine photoshop-datei; könnten sie uns mitteilen, wie wir diese öffnen können? im software-center finde ich kein entsprechendes programm.  besten dank im voraus und freundliche grüsse";
757;INC000009362177;4-Minor/Localized;4-Low;Service Request;EDA_ANW_Plato-HH;Anmeldeproblem Plato-HH;guten tag zusammen  ich habe von frau sturm die freigabe für fas plato-hh erhalten.  wenn ich jetzt aber versuche die seite aufzurufen erhalte ich folgende fehlermeldung im anhang.  könnt ihr mir da helfen?  merci und lg   pascal affolter sachbearbeiter spedition/export und logistik h-log  eidgenössisches departement für auswärtige angelegenheiten eda direktion für entwicklung und zusammenarbeit deza humanitäre hilfe und schweizerisches korps für humanitäre hilfe sektion ausrüstung und logistik h-log  werkstrasse 18, 0 1 2 3 wabern, schweiz  tel. +https://www.admin.ch      -----original message----- from: affolter pascal eda afp  sent: thursday, march 7, 2019 7:56 am to: sturm https://www.admin.ch> subject: re: berechtigung plato-hh  liebe raphaela  besten dank für das freischalten.  wenn ich jedoch jetzt versuche auf die seite zu kommen, erhalte ich folgende fehlermeldung im anhang.  kannst du mir da helfen oder soll ich it eda schauen?  merci und lg  pascal   pascal affolter sachbearbeiter spedition/export und logistik h-log  eidgenössisches departement für auswärtige angelegenheiten eda direktion für entwicklung und zusammenarbeit deza humanitäre hilfe und schweizerisches korps für humanitäre hilfe sektion ausrüstung und logistik h-log  werkstrasse 18, 0 1 2 3 wabern, schweiz tel. +https://www.admin.ch       -----original message----- from: sturm https://www.admin.ch> sent: wednesday, march 6, 2019 12:11 pm to: affolter https://www.admin.ch> cc: https://www.admin.ch> subject: re: berechtigung plato-hh  lieber pascal  du hast nun zugriff auf plato-hh.  bei fragen stehe ich dir gerne zur verfügung.  liebe grüsse raphaela  -----original message----- from: affolter https://www.admin.ch> sent: tuesday, march 5, 2019 2:35 pm to: sturm https://www.admin.ch> subject: berechtigung plato-hh  guten tag frau sturm  ich benötige für meine arbeiten zugriff auf das plato-hh.  https://www.admin.ch/   können sie mir bitte die berechtigung geben.    mit freundlichen grüsse;
756;INC000009361852;3-Moderate/Limited;4-Low;Service Request;EDA_S_BA_UCC_Benutzertelefonie;UCC Lync Gespräche nach Abkhazien und Südossetien;guten tag  in georgien haben wir momentan probleme mit anrufen nach abkhazien und südossetien (abtrünnige republik von georgien). unser ams mitarbeiter ist für die beiden republiken zuständig und ist auf regelmässigen austausch mit diesen angewiesen. leider ist die internetabdecklung in beiden republiken nach wie vor schlecht was eine kommunikation über what’s app, face time und co. nicht immer erlaubt. die georgischen telefongesellschaften haben den zugang zu den republiken gesperrt, sprich, wenn unser ams mitarbeiter telefongespräche nach abkhazien machen möchte, so funktioniert das nicht, da über die ucc automatisch die georgische linie gewählt wird. über die schweizer nummer sollte ein anruf jedoch funktionieren. gibt es einen möglichkeit diesen automatismus zu umgehen? die vorwahl für abkhazien lautet +0 1 2 3 und +7 für südossetien (gleiches problem).  für ihren support danke ich ihnen im voraus.  freundliche grüsse;
753;INC000009361650;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_OS_BasisSW;Umwandlung Word-Dokument in PDF-Dokument;guten tag  ich wollte heute das angehängte dokument als pdf-dokument speichern. dabei wurde das logo schwarz unterlegt. ist das normal, oder was kann ich gegen diesen fehler tun  besten dank für die information und  mit freundlichen grüsse;Word|PDF_
752;INC000009361161;3-Moderate/Limited;3-Medium;Failure;EDA_ANW_SysP eDoc;PCC disconnected ;guten tag  an unserer schalterlösung pcc scheint die desktop lösung dsc2000_1 seit gestern nicht mehr zu funktionieren (leider ist auf der pcc kein asset angebracht, die seriennummer lautet: s/n 0 1 2 3 ).  darf ich sie bitten kurz zu überprüfen was das problem sein könnte.  bereits getestet:  -    ein- und ausschalten (mehrmals)  -    kabel ok  -    strom ok  -    usb für biometrielösung an dsc2000_2 angehängt, alles ok  -    zugriff auf dsc2000_1 von verschiedenen pc nicht möglich  besten dank und freundliche grüsse;
751;INC000009360224;4-Minor/Localized;4-Low;Service Request;EDA_ANW_Plato-HH;Berechtigung Plato-HH;hallo zusammen  ich benötige für meine arbeiten zugriff auf das plato-hh.  https://www.admin.ch/  können sie mir bitte die berechtigung geben. [cid:image001.png@01d4d356.a1597670]  mit freundlichen grüsse;
750;INC000009359734;4-Minor/Localized;4-Low;Service Request;EDA_ANW_CH@World (MOSS);CH@world Zugriff SFR;guten tag  unser neue mitarbeitende, françois schaffner sfr, benötigt zugang zum ch@world. wir bitten sie ihm diesen baldmöglichst zu gewähren.  besten dank im voraus.  freundliche grüsse;
749;INC000009359576;4-Minor/Localized;2-High;Failure;EDA_S_BA_UCC_IVR;HELPLINE ¦ Telefonie - Bandansage während der Nacht funktioniert nicht/nicht einwandfrei;guten tag  wir haben festgestellt, dass die bandansage (begrüssung) während der nacht von 21:50 bis 07:10 uhr nicht mehr funktioniert. der anrufer wird zwar korrekt auf das entsprechende handy umgeleitet, jedoch ohne vorherigen ansagetext. das problem scheint unregelmässig aufzutreten.  bitte um rasche behebung.  besten dank und freundliche grüsse;
748;INC000009359161;4-Minor/Localized;4-Low;Failure;EDA_ANW_SysP eDoc;Ticket erstellen - EVA Photoscanner Plustek;hallo zäme  bitte ein ticket erstellen und dem kurier zuweisen. customer: raouf el bani ela eva photoscanner plustek austauschen, schlechte qualität.  0 1 2 3 eva photoscanner opticslim 0 1 2 3 merci     [cid:image001.png@01d4d280.8c7c9a10] peter klaefiger eidgenössisches departement für auswärtige angelegenheiten eda direktion für ressourcen (dr) informatik eda team basis plattformen freiburgstrasse 0 1 2 3 , 0 1 2 3 bern tel.  +https://www.admin.ch>;
747;INC000009358808;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_Benutzertelefonie;Sound Telefon;guten tag  können sie mir bitte sagen, wie ich die einstellung meines headset ändern kann. zur zeit kommt alles via laptop-lautsprecher.  ich bin diese woche schlecht telefonisch erreichbar, darum bitte ich sie mir dies schriftlich mitzuteilen.  besten dank und freundliche grüsse;
746;INC000009358764;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;KAF (Büronummer Intraweb + Beschriftung Türe);sehr geehrte damen und herren  2 anliegen:  ·     bürobeschriftung (fabian käser kaf) im a1123 fehlt (leider klappt es fast nie fristgerecht. an was kann dies liegen)?  ·     büronummer ist im intraweb nicht hinterlegt.   besten dank für die behebung.  freundliche grüsse   nadia arboit abteilungsassistentin analyse & politik  eidgenössisches departement für auswärtige angelegenheiten eda direktion für entwicklung und zusammenarbeit deza bereich globale zusammenarbeit  freiburgstrasse 0 1 2 3  | 0 1 2 3 bern ch phone +0 1 2 3 erreichbarkeit: https://www.admin.ch/>  [cid:image006.png@01d36f44.87e97680]<https://www.facebook.com/agenda2030switzerland/>[cid:image007.png@01d36f44.87e97680]<https://twitter.com/2030agendach?lang=en>    from: gomes vieira mendes https://www.admin.ch> sent: friday, march 1, 2019 8:48 am to: https://www.admin.ch> subject: données fabian ok intraweb + admindirectory aber fehlt büronr. ..... bitte kannst das noch schauen, danke :-). lg  [cid:image001.jpg@01d4d00b.7d1542b0]intraweb ok  [cid:image002.png@01d4d00b.7d1542b0]admindirectory ok  cependant, il ont pas mis le numéro du bureau ….. ( ?)  meilleures salutations;
745;INC000009358651;2-Significant/Large;2-High;Failure;EDA_ANW_SysP eDoc;Abuja: Probleme mit dem Fingerpint Scanner;lieber helpdesk  unsere vertretung in abuja hat mir heute morgen gemeldet, dass sie bei beiden fingerprint scanner fehlermeldungen erhalten. die botschaft kann folglich keine fingerabdrücke mehr erfassen, bzw. muss auf die passstation ausweichen, welche sich in einem anderen gebäude befindet.  aufgrund des hohen migrationsdruck ist es in nigeria besonders wichtig, die fingerabdrücke der gesuchsteller zu erfassen.  das problem wurde ihnen angeblich bereits von der vertretung gemeldet.  freundliche grüsse;
744;INC000009358588;4-Minor/Localized;4-Low;Service Request;EDA_S_Peripheriegeräte;Bildschirmanschlüsse Home Office;guten tag zusammen  ich möchte mir privat gerne einen all-in-one desktop kaufen, den ich auch fürs home office brauchen kann. ich hätte dazu zwei fragen.   -    kann ich den hdmi-anschluss an meinem arbeits-laptop für die verbindung zu einem bildschirm benutzen (das modell, welches ich kaufen möchte hat dafür einen hdmi-eingang vorgesehen)?  -    gerne würde ich eine dell inspirion 0 1 2 3 uhd kaufen. wissen sie, ob wir als mitarbeiter des bundes günstiger dell-produkte kaufen können?  vielen dank für eure bemühungen.   liebe grüsse;
743;INC000009358242;3-Moderate/Limited;3-Medium;Failure;EDA_ANW_ZACWEB;Probleme mit Fichen in ZACWEB;sehr geehrte damen und herren  seit sonntag erhalten wir meldungen von den auslandvertretungen, dass sie probleme mit den fichen in zacweb haben.  vertretungen sehen ihre fichen in zacweb nicht. diese sind quasi «über nacht» aus der anwendung zacweb verschwunden. zudem können keine neuen fichen erstellt werden.  könnnen sie uns schnellstmöglich dabei helfen, dieses problem wieder zu beheben?  besten dank im voraus und freundliche grüsse;
742;INC000009358190;4-Minor/Localized;4-Low;Failure;EDA_ANW_ZACWEB;Fehlermeldung in ZAC-Web;guten tag in bern  seit einigen tagen bekomme ich folgende fehlermeldung und ich verstehe nicht warum. ich kann manchmal aenderungen in einer fiche nicht mehr speichern. was könnten wohl das problem sein?  besten dank für ihre hilfe und freundliche grüsse;
741;INC000009358013;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;alter Traveller;traveller 0 1 2 3 guten tag  das bereits vor einigen monaten als verloren gemeldete randvermerkte notebook ist wieder aufgetaucht..! da das gerät weder mit winx aufgesetzt noch gewiped werden kann, sende ich es mit nächstem kurier an die zentrale zurück. da das gerät auf «disposed» gesetzt ist, kann ich kein eorder «removal of it workplace» erstellen.  [cid:image001.png@01d4d298.e9e22180]  besten dank.  freundliche grüsse;Standalone
740;INC000009357874;4-Minor/Localized;4-Low;Failure;EDA_ANW_ZACWEB;Fehlermeldung Zacweb: Erfassung neuer Fichen derzeit nicht möglich;"guten morgen bern  seit heute morgen ist es mir nicht mehr möglich, zacweb-fichen zu eröffnen.  dabei scheint jedes mal die folgend fehlermeldung auf: «geburtstag ist ein ungültiges datum»  der cache des browsers wurde geleert; zudem wurde zacweb sowohl mit dem edge als auch mit dem ie-browser geöffnet – beides erfolglos.   [cid:image003.jpg@01d4d1af.6fe46cb0]  können sie hier weiterhelfen?  im voraus vielen dank.  freundliche grüsse";
738;INC000009356794;2-Significant/Large;1-Critical;Failure;EDA_ANW_SysP eDoc;FW: Druckprobleme New Delhi;"lieber helpdesk  ich bitte sie den untenstehenden fall zu übernehmen. das problem betrifft die internetverbindung.  freundliche grüsse  From: https://www.admin.ch> sent: thursday, february 28, 2019 https://www.admin.ch> cc: engeler https://www.admin.ch>; https://www.admin.ch>; gautschi https://www.admin.ch>; https://www.admin.ch> subject: wg: druckprobleme new delhi  liebe antonia  die gemeldeten problem in delhi scheinen in erster linie mit verbindungs- und breitbandproblemen in verbindung zu stehen. auf diese faktoren haben wir leider keinen einfluss. könntet ihr das bitte durch die it-eda überprüfen.  merci und beste grüsse  From: https://www.admin.ch>> sent: thursday, january 31, 2019 5:53 pm to: engeler https://www.admin.ch>> cc: https://www.admin.ch>>; gautschi https://www.admin.ch>> subject: aw: wiederholendes visa zum drucken  hallo markus  beiliegend noch die info vom 11. januar dazu.  beste grüsse gerry  von: koch gerhard sem gesendet: donnerstag, 31. januar 2019 11:33 an: 'engeler https://www.admin.ch>> cc: https://www.admin.ch>>; gautschi https://www.admin.ch>> betreff: aw: wiederholendes visa zum drucken  hallo markus  wie früher bereits mitgeteilt sind solche fälle zurückzuziehen. es werden alle erteilten anträge angezeigt, vor allem solche, bei welchen ein visum ungültig gemacht oder druck nicht bestätigt wurde. diese sind im status erteilt.  beste grüsse gerry  von: engeler https://www.admin.ch>> gesendet: donnerstag, 31. januar 2019 10:52 an: https://www.admin.ch>>; gautschi https://www.admin.ch>> cc: https://www.admin.ch>> betreff: wiederholendes visa zum drucken  hallo gerry  die angelegenheit welche ich dir hier schildere ist ein bisschen sonderbar.  bei unserer kollegin ctp (chatelain pauline) erscheint immer in der orbis print client druckliste an erster stelle ein gesuchsteller, wo ctp im 2016 ein visum erteilt hat (siehe anhang).  obwohl ctp diesen jedes mal «untickt», erscheint er immer wieder in der neuen druckliste, wenn sie eine erstellt.  in orbis wird angezeigt, dass das visum erteilt, jedoch nicht ausgedruckt wurde. auch wenn das visum nur erteilt und nicht ausgedruckt worden wäre, ergibt es keinen sinn, dass dieser bei jeder neuen druckliste wieder erscheint.  könntest du hier mal reinschauen und abklären ob es dazu einen lösungsansatz geben könnte?  vielen dank für deine bemühungen  lg";
737;INC000009356513;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Bereinigung: Asset-Inventar MXM 2019;guten tag aus amman,  ich möchte gerne die auf mich geschlüsselten geräte gem. assetliste wie folgt bereinigen:   -    asset id 0 1 2 3  > dies ist mein ex-laptop, welchen ich als traveller für die vertretung in amman aufsetzen werde > wenn möglich bitte auf die vertretung amman schlüsseln  -    asset id 0 1 2 3  > dies ist mein neuer & eingesetzter & einziger laptop. ich habe ihn nach einem austritt (linth) übernommen und für mich neu aufgesetzt > kann belassen werden  -    asset id 0 1 2 3  > dies ist mein iphone, welches in betrieb ist > kann belassen werden  -    asset id 0 1 2 3  > kenne ich nicht auswendig, jedoch ist dieses asset nicht mehr in meinem besitz > bitte löschen  -    asset id 0 1 2 3  > kenne ich nicht auswendig, jedoch ist dieses asset nicht mehr in meinem besitz > bitte löschen  für fragen stehe ich natürlich jederzeit zur verfügung.  herzlichen dank und beste grüsse;Standalone
